doc_id,title,department,original_path,processed_text_path,processed_meta_path,processed_at,original_size_bytes,original_modified,file_type
f3ac9c96-730a-4195-a088-db315b3303a0,new_duck_exec_onboarding_customer_funnel_from0106to3110,Database,Database/new_duck_exec_onboarding_customer_funnel_from0106to3110.xlsx,processed_docs/Database/new_duck_exec_onboarding_customer_funnel_from0106to3110.txt,processed_docs/Database/new_duck_exec_onboarding_customer_funnel_from0106to3110.json,2025-11-13T02:28:57.346016Z,8517,2025-11-13T04:12:31.676804,.xlsx
